año,genres,horas
2011,Crafting,2549960.7333333334
2013,Crafting,1335168.9166666667
2017,Crafting,838899.6166666667
2016,Crafting,462638.48333333334
2015,Crafting,288898.98333333334
2012,Crafting,200963.75
2014,Crafting,122103.75
2009,Crafting,25241.766666666666
2010,Crafting,13712.266666666666
2015,Crime,981438.0166666666
2011,Crime,405461.0
2012,Crime,93214.71666666666
2010,Crime,68234.21666666666
2009,Crime,53842.549999999996
2005,Crime,52993.73333333333
2013,Crime,22730.733333333334
2006,Crime,20965.55
2014,Crime,13538.166666666666
2003,Crime,13442.183333333332
2016,Crime,7588.633333333333
2002,Crime,5050.45
2001,Crime,4695.983333333334
2007,Crime,584.3833333333333
1999,Crime,157.70000000000002
2014,Crowdfunded,32247.733333333334
2016,Crowdfunded,27194.333333333332
2015,Crowdfunded,23363.75
2013,Crowdfunded,22308.866666666665
2017,Crowdfunded,5544.083333333333
2009,Cult Classic,95066.31666666667
2002,Cult Classic,26545.816666666666
2006,Cult Classic,20965.55
2010,Cult Classic,17161.45
2005,Cult Classic,16296.816666666666
2004,Cult Classic,9864.933333333332
2000,Cult Classic,9431.216666666667
2016,Cult Classic,8035.65
2003,Cult Classic,6491.383333333333
2013,Cult Classic,6217.7
2015,Cult Classic,6173.083333333334
1999,Cult Classic,4565.616666666667
1997,Cult Classic,4400.916666666667
1998,Cult Classic,2533.0833333333335
2012,Cult Classic,2383.2
2014,Cult Classic,541.4166666666666
1996,Cult Classic,494.4166666666667
1995,Cult Classic,380.26666666666665
2007,Cult Classic,126.58333333333334
2008,Cult Classic,49.43333333333333
1994,Cult Classic,32.3
2017,Cult Classic,0.4
2011,Cute,285984.51666666666
2015,Cute,161913.76666666666
2016,Cute,115557.66666666667
2012,Cute,101396.68333333333
2014,Cute,83116.68333333333
2009,Cute,57496.9
2013,Cute,22308.866666666665
2005,Cute,16296.816666666666
2010,Cute,9181.016666666666
2017,Cute,4684.216666666666
2008,Cute,4634.066666666667
2007,Cute,1063.8666666666666
2006,Cute,785.3
1995,Cute,380.26666666666665
2004,Cute,217.73333333333335
2013,Cyberpunk,2045447.55
2012,Cyberpunk,173426.58333333334
2009,Cyberpunk,47558.5
2011,Cyberpunk,26274.733333333334
2014,Cyberpunk,14720.066666666666
2016,Cyberpunk,12575.683333333332
2000,Cyberpunk,9431.216666666667
1999,Cyberpunk,4565.616666666667
2015,Cyberpunk,4537.666666666667
2006,Cyberpunk,2938.6
2017,Cyberpunk,1281.0666666666666
1997,Cyberpunk,1160.6333333333334
2005,Cyberpunk,1112.1499999999999
2004,Cyberpunk,668.6833333333333
1996,Cyberpunk,494.4166666666667
2003,Cyberpunk,361.05
2010,Cyberpunk,126.51666666666667
2001,Cyberpunk,23.799999999999997
1994,Cyberpunk,12.7
1989,Cyberpunk,10.116666666666665
2007,Cyberpunk,3.3166666666666664
1991,Cyberpunk,2.7666666666666666
1993,Cyberpunk,1.9166666666666665
1998,Cyberpunk,0.0166666666666666
2014,Cycling,1204.3833333333332
2015,Cycling,537.0666666666666
2016,Cycling,247.9
2014,Dark,425255.8
2011,Dark,270164.56666666665
2012,Dark,238732.98333333334
2015,Dark,136261.76666666666
2007,Dark,44692.71666666667
2004,Dark,41152.183333333334
2016,Dark,33993.55
2010,Dark,24265.333333333332
2006,Dark,20965.55
2013,Dark,20862.05
2008,Dark,15479.5
2005,Dark,10978.35
2009,Dark,5485.833333333333
2001,Dark,4695.983333333334
1997,Dark,4400.916666666667
2003,Dark,3273.516666666667
1998,Dark,2533.0833333333335
2002,Dark,1268.4499999999998
2000,Dark,913.3166666666666
2017,Dark,765.75
1996,Dark,494.4166666666667
1999,Dark,162.96666666666667
2016,Dark Comedy,3396.133333333333
2015,Dark Comedy,3376.133333333333
2014,Dark Comedy,257.3333333333333
2013,Dark Comedy,14.116666666666665
2012,Dark Fantasy,238732.98333333334
2014,Dark Fantasy,164287.43333333332
2016,Dark Fantasy,158207.95
2007,Dark Fantasy,85531.53333333333
2015,Dark Fantasy,84815.73333333334
2011,Dark Fantasy,80573.08333333333
2010,Dark Fantasy,57892.75
2008,Dark Fantasy,47802.01666666666
2009,Dark Fantasy,42397.05
2013,Dark Fantasy,8843.333333333334
2006,Dark Fantasy,7358.299999999999
2004,Dark Fantasy,2272.983333333333
1998,Dark Fantasy,1601.05
2000,Dark Fantasy,913.3166666666666
2001,Dark Fantasy,607.0
2002,Dark Fantasy,318.26666666666665
2003,Dark Fantasy,204.89999999999998
1995,Dark Fantasy,86.19999999999999
2017,Dark Fantasy,1.4333333333333333
2012,Dark Humor,1323700.3666666667
2013,Dark Humor,207792.88333333333
2009,Dark Humor,189701.16666666666
2007,Dark Humor,86267.4
2015,Dark Humor,58129.63333333333
2014,Dark Humor,55462.36666666667
2003,Dark Humor,34997.933333333334
2008,Dark Humor,23189.9
2011,Dark Humor,10936.133333333333
2016,Dark Humor,8035.65
1998,Dark Humor,6303.133333333333
1997,Dark Humor,2272.866666666667
1996,Dark Humor,235.53333333333333
2005,Dark Humor,39.53333333333333
2014,Dating Sim,125517.18333333333
2016,Dating Sim,115557.66666666667
2015,Dating Sim,55063.15
2013,Dating Sim,3793.65
2011,Dating Sim,1670.6833333333332
2012,Dating Sim,1134.5
2009,Dating Sim,326.28333333333336
2010,Dating Sim,211.6166666666667
2017,Dating Sim,148.68333333333334
2016,Demons,30900.716666666667
2013,Demons,16603.15
2015,Demons,9114.35
2012,Demons,8287.983333333334
2008,Demons,4872.0
2004,Demons,3250.4166666666665
1995,Demons,1290.6666666666667
2006,Demons,1112.9166666666667
1994,Demons,1102.7666666666667
2011,Demons,524.8833333333333
1996,Demons,230.29999999999998
2014,Demons,11.8
2012,Design & Illustration,32172.316666666666
2015,Design & Illustration,19140.116666666665
2013,Design & Illustration,2928.0666666666666
2014,Design & Illustration,986.65
2016,Design & Illustration,705.5333333333334
2007,Design & Illustration,184.29999999999998
2008,Design & Illustration,34.3
2017,Design & Illustration,0.3499999999999998
2012,Design &amp; Illustration,32172.316666666666
2015,Design &amp; Illustration,19140.116666666665
2013,Design &amp; Illustration,2928.0666666666666
2014,Design &amp; Illustration,986.65
2016,Design &amp; Illustration,705.5333333333334
2007,Design &amp; Illustration,184.29999999999998
2008,Design &amp; Illustration,34.3
2017,Design &amp; Illustration,0.3499999999999998
2010,Destruction,230436.11666666667
2015,Destruction,165073.51666666666
2014,Destruction,62878.98333333333
2009,Destruction,35220.36666666667
2011,Destruction,23714.85
2007,Destruction,15427.683333333332
2017,Destruction,5687.5
2006,Destruction,4399.7
2008,Destruction,2677.116666666667
2016,Destruction,2304.0833333333335
2001,Destruction,1933.7166666666667
2013,Destruction,1846.95
2012,Destruction,859.2333333333333
2005,Destruction,709.1833333333333
2003,Destruction,658.8333333333334
2004,Destruction,457.81666666666666
2012,Detective,87004.56666666667
2013,Detective,65107.48333333333
2010,Detective,46731.61666666667
2011,Detective,34901.166666666664
2015,Detective,34413.166666666664
2001,Detective,4695.983333333334
2014,Detective,3506.15
2016,Detective,3396.133333333333
2003,Detective,3273.516666666667
2002,Detective,1268.4499999999998
2006,Detective,805.4
2005,Detective,318.95
2009,Detective,294.3
2008,Detective,143.83333333333334
1987,Detective,124.61666666666666
2004,Detective,109.05
2007,Detective,65.76666666666667
2017,Detective,29.766666666666666
1993,Detective,26.78333333333333
1994,Detective,12.7
1989,Detective,10.116666666666665
1991,Detective,2.7666666666666666
1996,Detective,0.0333333333333332
1998,Detective,0.0166666666666666
2012,Difficult,12931978.733333332
2004,Difficult,1855245.1
2010,Difficult,665186.8333333334
2009,Difficult,495627.8333333333
2014,Difficult,425255.8
2011,Difficult,270164.56666666665
2015,Difficult,258499.06666666665
2016,Difficult,160197.05
2003,Difficult,94937.46666666666
2013,Difficult,86054.5
1998,Difficult,44182.433333333334
2006,Difficult,42691.45
2007,Difficult,16271.716666666667
2017,Difficult,12392.033333333333
2005,Difficult,7135.016666666666
2008,Difficult,6278.7
1997,Difficult,5970.583333333333
1993,Difficult,3047.7166666666667
2002,Difficult,2676.15
2000,Difficult,1332.5666666666666
1999,Difficult,1299.8833333333332
1995,Difficult,1290.6666666666667
2001,Difficult,972.55
1994,Difficult,590.05
1988,Difficult,266.68333333333334
1996,Difficult,230.29999999999998
1989,Difficult,60.0
1983,Difficult,57.88333333333333
2017,Dinosaurs,635446.1166666667
2013,Dinosaurs,36226.083333333336
2011,Dinosaurs,19132.966666666667
2012,Dinosaurs,14980.6
2015,Dinosaurs,5641.916666666666
2007,Dinosaurs,1662.4166666666667
2016,Dinosaurs,376.65
1997,Dinosaurs,166.05
2010,Diplomacy,1353123.4833333334
2013,Diplomacy,236545.48333333334
2012,Diplomacy,162241.4
2016,Diplomacy,38568.95
2011,Diplomacy,4995.816666666667
2006,Diplomacy,3635.733333333333
2015,Diplomacy,2127.45
2014,Diplomacy,1050.4666666666667
2017,Diplomacy,104.58333333333333
2012,Documentary,2344.5166666666664
2011,Documentary,771.0833333333334
2016,Documentary,65.03333333333333
2014,Documentary,42.6
2013,Documentary,25.116666666666664
2017,Dragons,635446.1166666667
2013,Dragons,106714.75
2010,Dragons,57892.75
2012,Dragons,49367.916666666664
2009,Dragons,42397.05
2015,Dragons,41329.38333333333
2016,Dragons,24165.45
2014,Dragons,14053.35
2011,Dragons,902.0666666666666
2004,Dragons,163.91666666666666
2012,Drama,79549.55
2013,Drama,30196.0
2016,Drama,3784.483333333333
2015,Drama,894.1833333333334
2007,Drama,609.1666666666666
1996,Drama,494.4166666666667
2004,Drama,217.73333333333335
2013,Driving,113698.7
2010,Driving,68234.21666666666
2005,Driving,52993.73333333333
2015,Driving,49165.166666666664
2014,Driving,48986.916666666664
2011,Driving,46543.4
2009,Driving,35220.36666666667
2003,Driving,13442.183333333332
2016,Driving,11762.483333333334
2012,Driving,9988.566666666668
2008,Driving,8614.766666666666
2007,Driving,7200.833333333333
2002,Driving,5050.45
2006,Driving,4399.7
2017,Driving,286.15000000000003
2014,Dungeon Crawler,425255.8
2015,Dungeon Crawler,288898.98333333334
2011,Dungeon Crawler,285984.51666666666
2012,Dungeon Crawler,150143.55
2016,Dungeon Crawler,33993.55
2009,Dungeon Crawler,29174.45
2013,Dungeon Crawler,11329.366666666667
2010,Dungeon Crawler,9181.016666666666
2017,Dungeon Crawler,2498.0666666666666
2002,Dungeon Crawler,1531.7166666666667
2005,Dungeon Crawler,940.3666666666667
2001,Dungeon Crawler,363.5
2008,Dungeon Crawler,327.9166666666667
2011,Dynamic Narration,34181.65
2013,Dynamic Narration,22379.283333333333
2016,Dynamic Narration,317.1666666666667
2015,Dynamic Narration,276.43333333333334
2004,Dystopian,178657.8
2013,Dystopian,125800.08333333333
2012,Dystopian,123577.81666666667
2009,Dystopian,47558.5
2007,Dystopian,44692.71666666667
2014,Dystopian,40831.53333333333
2011,Dystopian,34951.96666666667
2006,Dystopian,32680.816666666666
2010,Dystopian,24265.333333333332
2016,Dystopian,12575.683333333332
2000,Dystopian,9431.216666666667
2015,Dystopian,4120.616666666667
2005,Dystopian,1112.1499999999999
2003,Dystopian,835.5166666666667
1994,Dystopian,12.7
1989,Dystopian,10.116666666666665
1991,Dystopian,2.7666666666666666
2017,Dystopian,1.6333333333333333
1996,Dystopian,0.0333333333333332
1998,Dystopian,0.0166666666666666
2013,Early Access,1335168.9166666667
2014,Early Access,97147.35
2012,Early Access,53510.433333333334
2016,Early Access,51272.98333333333
2015,Early Access,45430.816666666666
2017,Early Access,330.93333333333334
2018,Early Access,63.35
2010,Economy,1353123.4833333334
2015,Economy,154695.98333333334
2013,Economy,113698.7
2003,Economy,94937.46666666666
2014,Economy,66177.51666666666
2011,Economy,47114.083333333336
2006,Economy,15064.166666666666
2005,Economy,12058.75
2016,Economy,11762.483333333334
2008,Economy,11287.6
2009,Economy,6327.8
2001,Economy,3113.9333333333334
2002,Economy,2935.55
2012,Economy,2375.116666666667
2004,Economy,1387.2
1999,Economy,231.86666666666665
2007,Economy,60.916666666666664
1998,Economy,22.55
2000,Economy,16.68333333333333
1995,Economy,16.333333333333336
2010,Education,1353123.4833333334
2013,Education,292714.8
2015,Education,258499.06666666665
2012,Education,162241.4
2016,Education,21573.399999999998
2014,Education,10354.25
2011,Education,6821.766666666666
2017,Education,1078.6833333333334
1994,Education,590.05
2006,Education,405.2
1995,Education,380.26666666666665
2008,Education,34.3
1992,Education,10.683333333333334
2012,Episodic,79549.55
2007,Episodic,42592.13333333333
2006,Episodic,32680.816666666666
2013,Episodic,30196.0
2015,Episodic,28282.566666666666
2014,Episodic,19005.45
2016,Episodic,7588.633333333333
2010,Episodic,1667.4666666666667
2017,Episodic,1281.0666666666666
2009,Episodic,795.0833333333334
2008,Episodic,248.81666666666666
2015,Experience,1390.8833333333332
2009,Experience,291.81666666666666
2012,Experience,245.33333333333331
2014,Experimental,7076.566666666667
2012,Experimental,5310.783333333333
2016,Experimental,3367.8166666666666
2006,Experimental,2938.6
2015,Experimental,1390.8833333333332
2011,Experimental,1279.4666666666667
2009,Experimental,779.8333333333334
2013,Experimental,558.9833333333333
2011,Exploration,2549960.7333333334
2015,Exploration,746381.55
2010,Exploration,567138.4333333333
2016,Exploration,462638.48333333334
2012,Exploration,238732.98333333334
2014,Exploration,164287.43333333332
2013,Exploration,113698.7
2009,Exploration,95066.31666666667
2007,Exploration,85531.53333333333
2008,Exploration,56573.7
2003,Exploration,47769.85
2017,Exploration,27656.5
2002,Exploration,26545.816666666666
2005,Exploration,16296.816666666666
2001,Exploration,8425.616666666667
1998,Exploration,6303.133333333333
1997,Exploration,5970.583333333333
2006,Exploration,473.75
1993,Exploration,164.03333333333333
2004,Exploration,114.86666666666666
1995,Exploration,13.35
1994,Exploration,12.7
1996,Exploration,0.0333333333333332
2008,FMV,25973.216666666667
2009,FMV,13490.75
2007,FMV,9243.15
1997,FMV,1153.75
2015,FMV,737.4
2014,FMV,407.96666666666664
1996,FMV,235.53333333333333
1993,FMV,164.03333333333333
2012,FMV,128.71666666666667
2011,FMV,88.18333333333334
2016,FMV,65.53333333333333
1983,FMV,57.88333333333333
2017,FMV,49.18333333333333
1994,FMV,28.28333333333333
1991,FMV,22.583333333333332
1995,FMV,13.35
1984,FMV,6.3999999999999995
1998,FMV,0.0166666666666666
2012,FPS,12931978.733333332
2006,FPS,7364517.1
2013,FPS,2045447.55
2004,FPS,1855245.1
2009,FPS,1686523.5999999999
2017,FPS,838899.6166666667
2015,FPS,746381.55
2010,FPS,665186.8333333334
2011,FPS,436019.8333333333
2000,FPS,285130.9666666667
2016,FPS,231840.55
2008,FPS,216634.36666666667
2014,FPS,186695.6
2005,FPS,87431.86666666667
2007,FPS,86267.4
1998,FPS,44182.433333333334
2003,FPS,34997.933333333334
1999,FPS,16008.733333333334
2001,FPS,7280.633333333333
2002,FPS,2676.15
1997,FPS,2272.866666666667
1995,FPS,1290.6666666666667
1994,FPS,1102.7666666666667
1996,FPS,304.65
1993,FPS,55.46666666666666
2011,Family Friendly,2549960.7333333334
2015,Family Friendly,549798.65
2009,Family Friendly,105259.18333333333
2014,Family Friendly,62878.98333333333
2008,Family Friendly,56573.7
2013,Family Friendly,48078.28333333333
2012,Family Friendly,42750.01666666666
2003,Family Friendly,34997.933333333334
2006,Family Friendly,15064.166666666666
2016,Family Friendly,11762.483333333334
2010,Family Friendly,6379.766666666666
2017,Family Friendly,5687.5
2002,Family Friendly,1775.7666666666667
2007,Family Friendly,1016.6833333333334
2000,Family Friendly,836.65
1994,Family Friendly,590.05
1995,Family Friendly,380.26666666666665
1990,Family Friendly,304.43333333333334
1996,Family Friendly,278.05
1997,Family Friendly,202.41666666666666
1993,Family Friendly,177.11666666666665
1998,Family Friendly,89.58333333333333
1999,Family Friendly,75.76666666666667
2001,Family Friendly,49.98333333333333
1992,Family Friendly,41.53333333333333
2005,Family Friendly,11.016666666666666
2010,Fantasy,648427.4833333333
2015,Fantasy,549798.65
2011,Fantasy,246502.58333333334
2012,Fantasy,238732.98333333334
2014,Fantasy,164287.43333333332
2013,Fantasy,125800.08333333333
2009,Fantasy,100427.33333333333
2007,Fantasy,85531.53333333333
2016,Fantasy,80989.05
2017,Fantasy,61842.049999999996
2003,Fantasy,47769.85
2008,Fantasy,41229.933333333334
2006,Fantasy,31108.783333333333
2002,Fantasy,26545.816666666666
1997,Fantasy,4400.916666666667
2004,Fantasy,2272.983333333333
2005,Fantasy,1815.2166666666667
1998,Fantasy,1601.05
2000,Fantasy,913.3166666666666
2001,Fantasy,607.0
1995,Fantasy,380.26666666666665
1990,Fantasy,71.71666666666667
1999,Fantasy,40.666666666666664
1996,Fantasy,11.133333333333331
1989,Fantasy,0.3333333333333332
1994,Fantasy,0.1666666666666666
2012,Fast-Paced,12931978.733333332
2015,Fast-Paced,591507.7666666666
2014,Fast-Paced,122103.75
2016,Fast-Paced,53728.083333333336
2010,Fast-Paced,40425.816666666666
2009,Fast-Paced,35220.36666666667
2008,Fast-Paced,28730.783333333333
2013,Fast-Paced,24224.716666666667
1999,Fast-Paced,16008.733333333334
2011,Fast-Paced,12141.1
2007,Fast-Paced,10936.199999999999
2017,Fast-Paced,5843.45
2004,Fast-Paced,5751.55
2000,Fast-Paced,3422.666666666667
1995,Fast-Paced,1290.6666666666667
2005,Fast-Paced,1216.2333333333333
1997,Fast-Paced,1109.4
1998,Fast-Paced,400.3
2011,Female Protagonist,436019.8333333333
2008,Female Protagonist,216634.36666666667
2013,Female Protagonist,207792.88333333333
2014,Female Protagonist,166892.75
2009,Female Protagonist,105259.18333333333
2007,Female Protagonist,86267.4
2010,Female Protagonist,72454.0
2012,Female Protagonist,70827.08333333333
2003,Female Protagonist,47769.85
2005,Female Protagonist,40182.9
2015,Female Protagonist,28282.566666666666
2016,Female Protagonist,13259.316666666666
2017,Female Protagonist,12392.033333333333
2004,Female Protagonist,9864.933333333332
2006,Female Protagonist,1224.3
2002,Female Protagonist,954.0166666666667
2000,Female Protagonist,866.6666666666666
1998,Female Protagonist,412.4
1999,Female Protagonist,19.316666666666666
1995,Female Protagonist,12.383333333333333
1992,Female Protagonist,10.683333333333334
2017,Fighting,107534.05
2012,Fighting,87004.56666666667
2014,Fighting,83116.68333333333
2013,Fighting,65107.48333333333
2010,Fighting,46731.61666666667
2006,Fighting,42691.45
2015,Fighting,41329.38333333333
2003,Fighting,21858.733333333334
2016,Fighting,13259.316666666666
2005,Fighting,7135.016666666666
2009,Fighting,6028.866666666667
1999,Fighting,233.08333333333334
1994,Fighting,128.28333333333333
2012,First-Person,12931978.733333332
2006,First-Person,7364517.1
2004,First-Person,1855245.1
2009,First-Person,1686523.5999999999
2013,First-Person,1335168.9166666667
2015,First-Person,981438.0166666666
2017,First-Person,838899.6166666667
2010,First-Person,665186.8333333334
2011,First-Person,436019.8333333333
2000,First-Person,285130.9666666667
2016,First-Person,231840.55
2008,First-Person,216634.36666666667
2014,First-Person,186695.6
2005,First-Person,87431.86666666667
2007,First-Person,86267.4
1998,First-Person,44182.433333333334
2003,First-Person,34997.933333333334
2002,First-Person,26545.816666666666
1999,First-Person,16008.733333333334
2001,First-Person,7280.633333333333
1997,First-Person,2272.866666666667
1995,First-Person,1290.6666666666667
1994,First-Person,1102.7666666666667
1996,First-Person,304.65
1993,First-Person,164.03333333333333
2016,Fishing,115557.66666666667
2006,Fishing,22480.983333333334
2009,Fishing,22462.483333333334
2015,Fishing,3894.9666666666667
2005,Fishing,940.3666666666667
2014,Fishing,679.3833333333333
2011,Fishing,85.58333333333333
2012,Flight,56603.36666666667
2013,Flight,25257.95
2006,Flight,22480.983333333334
2008,Flight,11287.6
2009,Flight,5332.266666666666
2014,Flight,4302.1
2015,Flight,3489.4
2005,Flight,1341.7
2002,Flight,1099.15
2011,Flight,920.5333333333333
2010,Flight,588.2333333333333
2007,Flight,450.0
2017,Flight,349.81666666666666
2016,Flight,303.6166666666667
1998,Flight,146.53333333333333
1997,Flight,82.98333333333332
1994,Flight,66.66666666666667
2000,Flight,66.53333333333333
1995,Flight,50.2
2001,Flight,38.516666666666666
1990,Flight,14.35
1989,Flight,10.116666666666665
1999,Flight,5.483333333333333
1991,Flight,2.3999999999999995
1988,Flight,0.0166666666666666
2015,Football,591507.7666666666
2012,Football,14582.1
2014,Football,590.2166666666667
2013,Football,465.43333333333334
2016,Football,442.1666666666666
2017,Football,0.0666666666666666
2016,Foreign,19.200000000000003
2013,Free to Play,2045447.55
2017,Free to Play,838899.6166666667
2012,Free to Play,678552.4333333333
2015,Free to Play,549798.65
2011,Free to Play,285984.51666666666
2016,Free to Play,231840.55
2010,Free to Play,123222.41666666666
2014,Free to Play,122103.75
2003,Free to Play,94937.46666666666
2006,Free to Play,42691.45
2009,Free to Play,33590.8
1999,Free to Play,10450.116666666667
2008,Free to Play,8614.766666666666
2007,Free to Play,1635.2333333333331
2005,Free to Play,1112.1499999999999
2001,Free to Play,82.75
1996,Free to Play,2.1166666666666663
2006,Funny,7364517.1
2012,Funny,1323700.3666666667
2015,Funny,981438.0166666666
2011,Funny,436019.8333333333
2017,Funny,385618.45
2010,Funny,222636.15
2013,Funny,207792.88333333333
2009,Funny,189701.16666666666
2014,Funny,166892.75
2016,Funny,160197.05
2007,Funny,86267.4
2008,Funny,56573.7
2005,Funny,52993.73333333333
2004,Funny,47209.7
1998,Funny,44182.433333333334
2003,Funny,34997.933333333334
1999,Funny,16008.733333333334
1997,Funny,4400.916666666667
2002,Funny,2935.55
2001,Funny,972.55
2000,Funny,866.6666666666666
1995,Funny,380.26666666666665
2013,Futuristic,2045447.55
2012,Futuristic,1323700.3666666667
2015,Futuristic,217421.43333333332
2009,Futuristic,100427.33333333333
2016,Futuristic,84233.78333333333
2010,Futuristic,74045.53333333333
2008,Futuristic,60785.98333333333
2014,Futuristic,49440.333333333336
2011,Futuristic,34951.96666666667
2007,Futuristic,15427.683333333332
2005,Futuristic,10978.35
2006,Futuristic,4879.483333333334
2004,Futuristic,3250.4166666666665
2017,Futuristic,1281.0666666666666
2000,Futuristic,866.6666666666666
2003,Futuristic,361.05
2015,Gambling,55336.9
2010,Gambling,32366.666666666668
2013,Gambling,29987.016666666666
2016,Gambling,968.3
2014,Gambling,6.550000000000001
2012,Game Development,32172.316666666666
2015,Game Development,19140.116666666665
2013,Game Development,2928.0666666666666
2005,Game Development,1564.0666666666666
2016,Game Development,569.75
2014,Game Development,188.4333333333333
2008,Game Development,34.3
2013,GameMaker,56105.5
2012,GameMaker,32172.316666666666
2015,GameMaker,31449.433333333334
2010,GameMaker,6379.766666666666
2014,GameMaker,6306.116666666667
2011,GameMaker,2585.116666666667
2016,GameMaker,1439.2166666666667
2009,Games Workshop,100427.33333333333
2016,Games Workshop,80989.05
2008,Games Workshop,60785.98333333333
2010,Games Workshop,54862.6
2011,Games Workshop,34951.96666666667
2006,Games Workshop,31108.783333333333
2015,Games Workshop,24346.266666666666
2012,Games Workshop,14582.1
2014,Games Workshop,7114.25
2013,Games Workshop,2204.4
2017,Games Workshop,113.21666666666667
2016,Gaming,28.466666666666665
2008,God Game,56573.7
2011,God Game,47114.083333333336
2009,God Game,25241.766666666666
2014,God Game,10985.766666666666
2013,God Game,9030.683333333332
2015,God Game,5722.55
2016,God Game,190.88333333333333
2016,Golf,10071.416666666666
2011,Golf,534.3
2014,Golf,431.15
2006,Golf,153.04999999999998
2015,Golf,1.0666666666666667
2009,Gore,1686523.5999999999
2014,Gore,425255.8
2012,Gore,311055.8
2015,Gore,217421.43333333332
2011,Gore,152571.03333333333
2010,Gore,143600.48333333334
2013,Gore,125800.08333333333
2008,Gore,124493.63333333333
2016,Gore,120874.53333333333
2006,Gore,42691.45
2003,Gore,34997.933333333334
2007,Gore,10936.199999999999
2017,Gore,5843.45
2005,Gore,5765.733333333334
2000,Gore,3422.666666666667
2004,Gore,3250.4166666666665
2002,Gore,2676.15
1997,Gore,2272.866666666667
2001,Gore,1708.6333333333332
1999,Gore,1299.8833333333332
1995,Gore,1290.6666666666667
1994,Gore,1102.7666666666667
1998,Gore,243.21666666666667
1996,Gore,235.53333333333333
2016,Gothic,33993.55
2010,Gothic,23648.833333333332
2013,Gothic,14929.8
2004,Gothic,9864.933333333332
2015,Gothic,7953.3
2012,Gothic,4684.316666666667
2009,Gothic,3244.3166666666666
2014,Gothic,1539.25
2006,Gothic,1076.6166666666666
2003,Gothic,1029.6
2001,Gothic,607.0
2011,Gothic,300.56666666666666
1998,Gothic,223.43333333333334
2010,Grand Strategy,1353123.4833333334
2013,Grand Strategy,292714.8
2009,Grand Strategy,164133.28333333333
2012,Grand Strategy,162241.4
2006,Grand Strategy,83949.88333333333
2016,Grand Strategy,80989.05
2015,Grand Strategy,66600.76666666666
2004,Grand Strategy,50131.7
2014,Grand Strategy,49440.333333333336
2011,Grand Strategy,36432.25
2007,Grand Strategy,15527.133333333333
2005,Grand Strategy,12058.75
2001,Grand Strategy,8425.616666666667
2008,Grand Strategy,2974.1333333333337
1998,Grand Strategy,271.73333333333335
2017,Grand Strategy,104.58333333333333
2010,Great Soundtrack,1353123.4833333334
2015,Great Soundtrack,981438.0166666666
2009,Great Soundtrack,495627.8333333333
2016,Great Soundtrack,462638.48333333334
2014,Great Soundtrack,425255.8
2011,Great Soundtrack,405461.0
2012,Great Soundtrack,247720.0
2013,Great Soundtrack,236545.48333333334
2004,Great Soundtrack,178657.8
2008,Great Soundtrack,124493.63333333333
2005,Great Soundtrack,87431.86666666667
2007,Great Soundtrack,86267.4
2006,Great Soundtrack,83949.88333333333
2003,Great Soundtrack,47769.85
1998,Great Soundtrack,44182.433333333334
2002,Great Soundtrack,26545.816666666666
1999,Great Soundtrack,12109.083333333334
2000,Great Soundtrack,9431.216666666667
2017,Great Soundtrack,8248.35
2001,Great Soundtrack,4695.983333333334
1995,Great Soundtrack,1290.6666666666667
1997,Great Soundtrack,1153.75
1994,Great Soundtrack,1102.7666666666667
1996,Great Soundtrack,278.05
1988,Great Soundtrack,232.7
1993,Great Soundtrack,163.73333333333332
2012,Grid-Based Movement,10037.466666666667
2014,Grid-Based Movement,5371.066666666667
2013,Grid-Based Movement,5300.55
2011,Grid-Based Movement,1047.1333333333332
2016,Grid-Based Movement,345.4666666666667
2015,Grid-Based Movement,147.88333333333333
2017,Grid-Based Movement,65.21666666666667
2012,Gun Customization,173426.58333333334
2014,Gun Customization,122103.75
2011,Gun Customization,15577.6
2015,Gun Customization,4698.8
2017,Gun Customization,69.0
2013,Hack and Slash,2045447.55
2010,Hack and Slash,648427.4833333333
2012,Hack and Slash,311055.8
2011,Hack and Slash,285984.51666666666
2015,Hack and Slash,161913.76666666666
2014,Hack and Slash,103635.15
2017,Hack and Slash,61842.049999999996
2016,Hack and Slash,45486.36666666667
2009,Hack and Slash,29174.45
2003,Hack and Slash,21858.733333333334
2006,Hack and Slash,7358.299999999999
2007,Hack and Slash,6591.133333333333
2008,Hack and Slash,4872.0
2005,Hack and Slash,1815.2166666666667
2002,Hack and Slash,1531.7166666666667
2004,Hack and Slash,664.1
2001,Hack and Slash,194.68333333333334
1999,Hack and Slash,25.199999999999996
2011,Hacking,235459.69999999998
2014,Hacking,48986.916666666664
2013,Hacking,12791.316666666666
2016,Hacking,3367.8166666666666
2006,Hacking,2938.6
2015,Hacking,2598.6833333333334
2010,Hacking,2230.4333333333334
2012,Hacking,1134.5
2005,Hacking,1112.1499999999999
2017,Hacking,0.6166666666666667
2013,Hand-drawn,22308.866666666665
2014,Hand-drawn,6192.349999999999
2012,Hand-drawn,3483.8
2009,Hand-drawn,2473.2833333333333
2011,Hand-drawn,1104.5
2016,Hand-drawn,755.3333333333334
2015,Hand-drawn,622.8
2010,Hand-drawn,559.3666666666667
2016,Hardware,6.05
2011,Heist,148275.21666666667
2015,Heist,136261.76666666666
2013,Heist,22730.733333333334
2014,Heist,19838.216666666667
