genres,app_name,price,item_id,developer,año
"['Action', 'Indie', 'Simulation', 'Arcade', 'Bullet Hell', 'Pixel Graphics', '2D', ""Shoot 'Em Up"", 'Great Soundtrack', 'Singleplayer', 'Retro', 'Shooter', 'Fast-Paced', 'Flight', 'Difficult', 'World War II', 'Rogue-like']",LUFTRAUSERS,9.99,233150,Vlambeer,2014
"['Action', 'Adventure', 'Indie']",Ku: Shroud of the Morrigan,4.99,270330,bitSmith Games,2014
"['Action', 'Indie', 'Bullet Hell', ""Shoot 'Em Up"", 'Arcade', 'Shooter', 'Great Soundtrack']",Danmaku Unlimited 2,4.99,280560,Doragon Entertainment,2014
"['Casual', 'Simulation']",Rocksmith® 2014 – A Day To Remember - “All I Want”,2.99,271460,Ubisoft - San Francisco,2014
"['Action', 'Atmospheric', 'Story Rich', 'Stealth', 'Female Protagonist', 'FPS', 'Singleplayer', 'First-Person', 'Shooter', 'Steampunk', 'Adventure', 'Sci-fi', 'Horror', 'Noir', 'Great Soundtrack']",BioShock Infinite: Burial at Sea - Episode Two,14.99,214932,"Irrational Games,Aspyr (Mac),Virtual Programming (Linux)",2014
"['Casual', 'Simulation']",Rocksmith® 2014 – A Day To Remember - “It’s Complicated”,2.99,271458,Ubisoft - San Francisco,2014
"['Casual', 'Simulation']",Rocksmith® 2014 – A Day To Remember - “The Downfall of Us All”,2.99,271459,Ubisoft - San Francisco,2014
"['Simulation', 'Trains', 'Open World', 'Sandbox', 'Physics', 'Atmospheric', 'Realistic', 'Family Friendly', 'TrackIR']",Train Simulator: DB BR 145 Loco Add-On,19.99,222639,Dovetail Games,2014
"['Action', 'Indie', 'Platformer', 'Parkour', 'Female Protagonist', 'Fast-Paced', 'Great Soundtrack', 'Sci-fi', 'Difficult', 'Singleplayer', '3D Platformer', 'Third Person', 'Anime']",Cloudbuilt,19.99,262390,Coilworks,2014
"['Indie', 'Simulation', 'Strategy', 'Education', 'Singleplayer', 'Kickstarter', 'Casual']",Influent,9.99,274980,Rob Howland,2014
"['Indie', 'Simulation', 'Strategy']",Influent DLC - Deutsch [Learn German],4.99,286970,Rob Howland,2014
"['Indie', 'Simulation', 'Strategy']",Influent DLC - 한국어 [Learn Korean],4.99,286971,Rob Howland,2014
"['Indie', 'Simulation', 'Strategy']",Influent DLC - Latina [Learn Latin],4.99,286972,Rob Howland,2014
"['Indie', 'Simulation', 'Strategy']",Influent DLC - български [Learn Bulgarian],4.99,286960,Rob Howland,2014
"['Indie', 'Simulation', 'Strategy']",Influent DLC - Español [Learn Spanish],4.99,286964,Rob Howland,2014
"['Indie', 'Simulation', 'Strategy']",Influent DLC - 普通话 [Learn Mandarin Chinese],4.99,286961,Rob Howland,2014
"['Indie', 'Simulation', 'Strategy']",Influent DLC - English [Learn English],4.99,286962,Rob Howland,2014
"['Indie', 'Simulation', 'Strategy']",Influent DLC - 日本語 [Learn Japanese],4.99,286966,Rob Howland,2014
"['Indie', 'Simulation', 'Strategy']",Influent DLC - Français [Learn French],4.99,286963,Rob Howland,2014
"['Indie', 'Simulation', 'Strategy']",Influent DLC - Svenska [Learn Swedish],4.99,286965,Rob Howland,2014
"['Adventure', 'Free to Play', 'Indie', 'RPG', 'Point & Click', 'Female Protagonist', 'Retro', 'Fantasy', 'Singleplayer', '2D', 'Pixel Graphics', 'Mythology']",Heroine's Quest: The Herald of Ragnarok,2.99,283880,Crystal Shard,2014
"['Casual', 'Puzzle']",Anmynor Puzzles,9.99,275330,Pyxel Arts,2014
['Adventure'],D.W.A.R.F.S.,5.99,281560,ZSK Progres s.c.,2008
"['Casual', 'Simulation', 'Family Friendly']",My Pet Hotel,9.99,276380,Independent Arts Software,2014
"['Action', 'Adventure']",Castlevania: Lords of Shadow 2 - Armored Dracula Costume,0.99,273150,MercurySteam,2014
"['Action', 'Adventure']",Castlevania: Lords of Shadow 2 - Dark Dracula Costume,0.99,273151,MercurySteam,2014
"['Action', 'Adventure']",Castlevania: Lords of Shadow 2 - Relic Rune Pack,0.99,273152,MercurySteam,2014
"['Casual', 'Simulation']",Rocksmith® 2014 – Matchbox Twenty - “3AM”,2.99,271464,Ubisoft - San Francisco,2014
"['Casual', 'Simulation', 'Strategy', 'Agriculture']",Gardens Inc. – From Rakes to Riches,9.99,279420,"World-Loom,Nitreal",2014
"['Casual', 'Simulation']",Rocksmith® 2014 – Matchbox Twenty - “Push”,2.99,271465,Ubisoft - San Francisco,2014
"['Casual', 'Simulation']",Rocksmith® 2014 – Matchbox Twenty - “How Far We’ve Come”,2.99,271466,Ubisoft - San Francisco,2014
"['Casual', 'Simulation']",Rocksmith® 2014 – Matchbox Twenty - “She’s So Mean”,2.99,271467,Ubisoft - San Francisco,2014
"['Action', 'Adventure', 'Indie', 'RPG', '2D', 'Side Scroller', 'Co-op', 'Platformer', 'Pixel Graphics', 'Local Co-Op', 'Shooter', 'Crafting', 'Split Screen', 'Retro', 'Arcade', ""Shoot 'Em Up"", 'Online Co-Op', 'Female Protagonist', 'Local Multiplayer', 'Kickstarter']",Mercenary Kings,19.99,218820,Tribute Games Inc.,2014
"['Adventure', 'Indie', 'RPG', 'Rogue-like', 'Turn-Based', 'Dungeon Crawler', 'Pixel Graphics', 'Perma Death', 'Singleplayer', 'Retro', '2D', 'Fantasy']",Quest of Dungeons,4.99,270050,David Amador,2014
"['Casual', 'Simulation']",Rocksmith® 2014 – Matchbox Twenty Song Pack,11.99,271469,Ubisoft - San Francisco,2014
"['Action', 'Racing', 'Early Access', 'Multiplayer', 'Shooter', 'Co-op']",Calibre 10 Racing,1.99,266370,Bongfish GmbH,2014
"['Casual', 'Simulation']",Rocksmith® 2014 – Matchbox Twenty - “Unwell”,2.99,271468,Ubisoft - San Francisco,2014
['Simulation'],Train Simulator: Dispolok BR 189 Loco Add-On,19.99,258645,Dovetail Games,2014
"['Strategy', 'Historical', 'Turn-Based Strategy', 'Rome', 'Turn-Based', 'RTS', 'Grand Strategy', 'Tactical', 'Multiplayer', 'Singleplayer']",Total War: ROME II - Hannibal at the Gates Campaign Pack,14.99,273380,Creative Assembly,2014
"['Adventure', 'Casual', 'Indie', 'Female Protagonist', 'Singleplayer', 'Point & Click']",The Witch's Yarn,9.99,287740,Mousechief,2014
"['Action', 'Indie']",Scourge: Outbreak - Blindside PvP Map pack,1.99,270650,Tragnarion Studios,2014
"['Casual', 'Indie', 'Strategy', 'Early Access', 'Puzzle', 'Match 3']",FaeVerse Alchemy,0.0,282880,Subsoap,2014
"['Adventure', 'Point & Click', 'Horror', 'Mystery', 'Singleplayer', 'Atmospheric', 'Story Rich', 'Puzzle', 'Third Person']",Black Mirror II,9.99,286460,Cranberry Production,2011
['Simulation'],2014 Edition Add-on - Masters of the World DLC,9.99,278481,Eversim,2014
"['Adventure', 'Casual', 'Hidden Object', 'Point & Click', 'Puzzle', 'Female Protagonist', 'Horror', 'Mystery', 'Singleplayer', 'Underwater', 'Atmospheric', 'Indie', 'Story Rich', '2D', 'Great Soundtrack', 'Family Friendly', 'Fantasy']",Abyss: The Wraiths of Eden,9.99,284710,Artifex Mundi,2012
"['Action', 'FPS', 'Sniper']",Marine Sharpshooter II: Jungle Warfare,9.99,283370,Jarhead Games,2004
"['Strategy', 'Management', 'Simulation', 'Economy', 'Singleplayer', 'Indie']",Freight Tycoon Inc.,4.99,289340,Nikita,2007
['RPG'],Konung 3: Ties of the Dynasty,2.99,289380,1C Company,2010
"['Strategy', 'RTS', 'Sci-fi', 'Classic']",Perimeter,3.99,289440,K-D Lab,2004
"['Action', 'Adventure', 'Simulation', 'Space', 'Sci-fi', 'Space Sim']",The Tomorrow War,2.99,289480,CrioLand,2009
"['Action', 'Third Person', 'Bullet Time', 'Shooter', 'Third-Person Shooter', 'Singleplayer']",El Matador,3.99,289280,Plastic Reality Technologies,2006
['Action'],Call of Duty®: Ghosts - Zakhaev Special Character,1.99,281341,Infinity Ward,2014
['Action'],Call of Duty®: Ghosts - Legend Pack - Makarov,3.99,281340,Infinity Ward,2014
['Action'],Call of Duty®: Ghosts - Rorke Special Character,1.99,281342,Infinity Ward,2014
"['Adventure', 'Indie', 'RPGMaker', 'Dark', 'Story Rich', 'Singleplayer', 'Short', 'Visual Novel', 'Pixel Graphics']",Actual Sunlight,4.99,288040,WZOGI,2014
"['Indie', 'Simulation', 'Driving']",Euro Truck Simulator 2 - Force of Nature Paint Jobs Pack,1.99,292320,SCS Software,2014
"['RPG', 'Strategy', 'Tactical', 'Post-apocalyptic', 'Survival', 'Turn-Based']",Marauder,9.99,289600,Apeiron,2009
"['Adventure', 'Indie', 'Point & Click', 'Singleplayer', 'Dark', 'Atmospheric', 'Mythology']",Oknytt,4.99,286320,Nemoria Entertainment,2013
"['Action', 'Indie', 'RPG', 'JRPG', 'Fast-Paced', 'Great Soundtrack', 'Comedy', 'Pixel Graphics', 'Retro', 'Action RPG', 'Multiplayer', 'Adventure', 'Singleplayer', '2D']",Half Minute Hero: The Second Coming,9.99,240970,Opus,2014
"['Adventure', 'Horror', 'FMV', 'Point & Click', 'Gore', 'Classic', 'Dark Humor', 'Cult Classic', 'Violent', 'Satire', ""1990's"", 'Singleplayer', 'Retro', 'Story Rich', 'Nudity']",Harvester,5.99,287020,DigiFX Interactive,1996
"['Education', 'Software Training', 'Game Development']",GTGD S2: Just One Dev,0.99,292350,GTGD,2014
"['Action', 'Top-Down Shooter', 'Sci-fi', 'Singleplayer', 'Top-Down', 'Shooter', 'Twin Stick Shooter', 'Strategy', 'Touch-Friendly', 'Great Soundtrack', 'Adventure', 'Arcade', 'Futuristic', 'Multiplayer', 'Third Person', 'Aliens', 'Space', 'Third-Person Shooter', 'Isometric', 'RTS']",Halo: Spartan Assault,2.99,277430,"Vanguard Games,343 Industries",2014
"['Adventure', 'Casual', 'Indie', 'RPG', 'Mining', 'Local Co-Op', 'Great Soundtrack', '2D', 'Local Multiplayer', '4 Player Local', 'Cold War']",Super Motherload,14.99,269110,XGen Studios,2013
"['Animation &amp; Modeling', 'Design &amp; Illustration', 'Animation & Modeling', 'Design & Illustration', 'Game Development']",Leadwerks Game Engine - Professional Edition,99.99,287760,Leadwerks Software,2014
"['Casual', 'Simulation', 'Strategy', 'Free to Play', 'RTS', 'Sci-fi', 'Multiplayer', 'Action', 'Singleplayer', 'Adventure']",Evolution RTS,0.0,291150,Frozen Yak Entertainment,2014
"['Adventure', 'Casual', 'Hidden Object', 'Point & Click', 'Puzzle', 'Female Protagonist', 'Horror', 'Singleplayer']","House of 1,000 Doors: Family Secrets Collector's Edition",9.99,286500,Alawar,2014
"['Adventure', 'Casual', 'Indie', 'Horror', 'Top-Down', '2D', 'Survival Horror']",Motte Island,4.99,291290,Gamebell Studio,2014
"['Simulation', 'Driving', 'Realistic', 'Singleplayer', 'Casual', 'Adventure', 'Walking Simulator']",Munich Bus Simulator,24.99,283560,TML-Studios,2014
"['Adventure', 'Indie', 'RPG', 'Rogue-like', 'Puzzle', 'Fantasy', 'Board Game']",Paper Dungeons,9.99,283040,"Stephane Valverde,Leslie Valverde",2014
"['Casual', 'Simulation']",Rocksmith® 2014 – Bob Dylan - “Just Like a Woman”,2.99,271475,Ubisoft - San Francisco,2014
"['Audio Production', 'Utilities', 'Video Production']",Zoom Player 13 : Steam Edition,29.96,269550,Inmatrix LTD,2014
"['Casual', 'Simulation']",Rocksmith® 2014 – Bob Dylan - “Like a Rolling Stone”,2.99,271476,Ubisoft - San Francisco,2014
"['Casual', 'Simulation']",Rocksmith® 2014 – Bob Dylan - “Subterranean Homesick Blues”,2.99,271477,Ubisoft - San Franciscos,2014
"['Indie', 'RPG', 'Simulation', 'Strategy', 'Space', 'Turn-Based Strategy', 'Turn-Based', 'Sci-fi', 'Trading']",Smugglers 5,9.99,291450,Niels Bauer Games,2014
"['Action', 'Indie', 'Puzzle', 'Platformer', '2D']",Volt,1.99,290280,Quantized Bit,2014
"['Casual', 'Indie', 'Strategy']",Hive - The Ladybug,2.99,258851,BlueLine Games,2014
"['Design &amp; Illustration', 'Design & Illustration']",Krita Gemini,9.99,280680,Krita Foundation,2014
['Simulation'],Town Scenery Pack,4.99,256525,Dovetail Games,2009
['Simulation'],Platform Clutter Scenery Pack,4.99,256524,RailSimulator.com,2009
['Simulation'],Class A1 ‘Tornado’ Ex-Works Grey Add-on Livery,4.99,256526,Dovetail Games,2009
['Simulation'],Class A1 'Tornado' Express Passenger Blue Add-on Livery,4.99,256527,Dovetail Games,2009
['Simulation'],Thompson Class B1 LNER Green Add-on Livery,4.99,256555,Dovetail Games,2009
['Simulation'],"F7 Southern Pacific ""Bloody Nose"" Add-on Livery",4.99,256549,Dovetail Games,2009
['Simulation'],BR Class 31 Ochre Add-on Livery,4.99,256552,Dovetail Games,2009
['Simulation'],BR Provincial Sector Class 143 Add-on Livery,4.99,275163,Dovetail Games,2014
['Simulation'],BR Blue Class 08 Add-on Livery,4.99,275804,Dovetail Games,2009
['Simulation'],BR Green Class 08 Add-on Livery,4.99,275807,Dovetail Games,2009
['Simulation'],BR General Class 08 Add-on Livery,4.99,275809,Dovetail Games,2009
['Simulation'],Class 31 Intercity Add-on Livery,4.99,256554,Dovetail Games,2009
['Simulation'],Class 31 Regional Railways Add-on Livery,4.99,256532,Dovetail Games,2009
"['Action', 'Adventure', 'Indie', 'Puzzle', 'Exploration', 'Open World', 'Singleplayer', 'Metroidvania', 'Flight', '2D']",Secrets of Rætikon,9.99,246680,Broken Rules,2014
"['Adventure', 'Casual', 'Family Friendly', 'Point & Click']",Putt-Putt® and Pep's Balloon-o-Rama,4.99,284000,Humongous Entertainment,1996
"['Adventure', 'Casual', 'Family Friendly', 'Puzzle', 'Psychological Horror']",Freddi Fish and Luther's Maze Madness,4.99,284020,Humongous Entertainment,1996
"['Adventure', 'Casual', 'Point & Click', 'Family Friendly', 'Cold War', 'Singleplayer', 'Classic', 'Atmospheric']",Putt-Putt® Joins the Parade,6.99,283920,Humongous Entertainment,1992
"['Action', 'Adventure', 'Indie']",Secrets of Rætikon - Soundtrack,4.99,289540,Broken Rules,2014
"['Action', 'Indie', 'Co-op', 'Multiplayer', 'Space', 'Puzzle', 'Local Co-Op', 'Online Co-Op', 'Shooter']",Space Farmers,9.99,271570,BumpkinBrothers,2014
"['Casual', 'Indie', 'Simulation', 'Puzzle', 'Singleplayer']",Pixel Puzzles: Japan,6.99,284950,DL Softworks,2014
"['Adventure', 'Casual', 'Point & Click', 'Family Friendly', 'Puzzle', 'Singleplayer', ""1990's"", 'Memes', 'Great Soundtrack']",Pajama Sam: No Need to Hide When It's Dark Outside,6.99,283960,Humongous Entertainment,1996
"['Adventure', 'Hidden Object', 'Point & Click']",Robin's Quest,4.99,292880,Gogii Games,2014
"['Adventure', 'Casual', 'Point & Click', 'Family Friendly', 'Education', 'Great Soundtrack', 'Simulation', 'Competitive', 'Singleplayer', 'Illuminati']",Freddi Fish and The Case of the Missing Kelp Seeds,6.99,283940,Humongous Entertainment,1994
"['Action', 'Casual', 'Indie', 'Tower Defense', 'Hack and Slash', 'City Builder']",Heldric - The legend of the shoemaker,8.99,293420,Astral Byte Ltd.,2014
"['Adventure', 'RPG', 'Strategy', 'Anime', 'JRPG', 'Turn-Based', 'Turn-Based Strategy', 'Strategy RPG', 'Dating Sim', 'Singleplayer', 'Tactical', 'Fantasy', 'Visual Novel', 'Tactical RPG', 'Nudity']",Agarest: Generations of War Zero,19.99,260130,Idea Factory,2014
"['Free to Play', 'Indie', 'Massively Multiplayer', 'RPG', 'Multiplayer', 'Open World', 'Adventure', 'Crafting', 'MMORPG', 'Sandbox', 'Fantasy', 'Survival', 'Medieval', 'Action', 'Co-op', 'Magic', 'Funny', 'Casual', 'FPS', 'Shooter']",Villagers and Heroes,0.0,263540,Mad Otter Games,2014
"['Casual', 'Indie', 'Music', 'Puzzle', 'Minimalist', 'Singleplayer']",Circuits,4.99,282760,Digital Tentacle,2014
"['Action', 'Strategy', 'World War II', 'Third-Person Shooter']",Uprising44: The Silent Shadows,1.99,280380,DMD Enterprise,2014
"['Adventure', 'Casual', 'Point & Click', 'Vampire', 'Horror', 'Puzzle']",Dracula: The Resurrection,4.99,289800,Microids,2014
"['Action', 'Casual', 'Indie', 'Puzzle', 'First-Person', 'Singleplayer']",Vitrum,1.99,291270,9heads Game Studios,2012
"['Casual', 'Strategy', 'Board Game']",Abalone,4.99,279480,Games Up,2014
"['Strategy', 'Tactical', 'Aliens', 'Sci-fi', 'Singleplayer', 'Turn-Based Strategy', 'Turn-Based', 'Real-Time with Pause']",UFO: Aftermath,3.99,292160,Altar Interactive,2003
"['RPG', 'Isometric']",Konung 2,2.99,289360,1C Company,2004
"['Action', 'RPG', 'Action RPG']",BorderZone,2.99,289220,"Saturn-plus,Orion",2006
"['Casual', 'Racing', 'Multiplayer']",RC Cars,2.99,289460,Creat Studio,2003
"['RPG', 'Strategy', 'Turn-Based', 'Turn-Based Strategy', 'Fantasy']",Ascension to the Throne,2.99,289200,DVS,2007
"['Action', 'RPG', 'Strategy', 'Classic', 'Turn-Based', 'Turn-Based Strategy', 'Tactical', 'Turn-Based Tactics', 'Retro', 'Singleplayer', 'Tactical RPG']",Jagged Alliance 1: Gold Edition,9.99,283270,"Sir-Tech,Madlab Software",1994
['Strategy'],Battle Academy - Operation Market Garden,9.99,287091,Slitherine Ltd.,2011
['Strategy'],Battle Academy - Blitzkrieg France,9.99,287090,Slitherine Ltd.,2010
['Strategy'],Battle Academy - Rommel in Normandy,9.99,287094,Slitherine Ltd.,2013
['Strategy'],Battle Academy - Fortress Metz,9.99,287095,Slitherine Ltd.,2013
['Strategy'],Battle Academy - Operation Sealion,9.99,287092,Slitherine Ltd.,2012
['Strategy'],Battle Academy - Operation Husky,9.99,287093,Slitherine Ltd.,2013
"['Adventure', 'Indie', 'Survival', 'Open World', 'Underwater', 'Sandbox', 'Crafting', 'First-Person', 'Building', 'Exploration', 'Singleplayer', 'Atmospheric', 'Multiplayer', 'Simulation', 'Action', 'FPS', 'Horror', 'Casual', 'Short', 'Strategy']",FarSky,4.99,286340,Farsky Interactive,2014
"['Casual', 'Racing']",Redneck Racers,2.99,288730,"Play, Silden",2010
"['Strategy', 'RTS', 'Fantasy']",Warrior Kings,9.99,297570,Black Cactus,2002
"['Action', 'Casual', 'Indie', 'Puzzle']",Rabbit Hole 3D: Steam Edition,2.99,283660,Somi,2014
"['Action', 'Adventure', 'Indie', 'Horror', 'First-Person', 'Rogue-like', 'Singleplayer', 'Mythology', 'Great Soundtrack', 'Fantasy']",Depths of Fear :: Knossos,5.99,252570,Dirigo Games,2014
"['Indie', 'Simulation', 'Strategy', 'Economy', 'Management', 'Trading']",Spice Road,19.99,293960,Aartform Games,2014
"['Adventure', 'Casual', 'Point & Click', 'Mystery', 'First-Person']",Nostradamus: The Last Prophecy,4.99,287720,Microids,2014
"['Racing', 'Local Multiplayer', 'Action', '4 Player Local']",Mashed,4.99,281280,Supersonic Software,2004
"['Action', 'Adventure', 'Indie', 'Racing', 'Atmospheric', 'Classic', 'Open World', 'Psychedelic', 'RPG', 'Top-Down', 'Sandbox', 'Sci-fi', 'Voxel', 'Retro']",Vangers,6.99,264080,K-D Lab,1998
"['Action', 'Horror', 'FMV', 'First-Person', 'Adventure', 'FPS', 'Retro', 'Point & Click', 'Classic', 'Singleplayer', ""1990's"", 'Shooter']",Realms of the Haunting,9.99,292390,Gremlin Interactive,1996
"['Racing', 'Open World', 'Singleplayer', 'Multiplayer', 'Driving', 'Arcade', 'Classic', 'Nudity']",Street Racing Syndicate,9.99,292410,Eutechnyx,2005
"['Adventure', 'Casual', 'Hidden Object', 'Point & Click', 'Steampunk', 'Female Protagonist', 'Puzzle', 'Mystery', 'Singleplayer', 'Great Soundtrack', 'Indie', 'Family Friendly', 'Atmospheric', '2D', 'Story Rich']",Clockwork Tales: Of Glass and Ink,9.99,284830,Artifex Mundi,2013
"['Action', 'Rogue-like', 'FPS', 'Rogue-lite', 'Shooter', 'Indie', 'Singleplayer', 'Retro', 'RPG']",Rogue Shooter: The FPS Roguelike,4.99,295770,Hippomancer,2014
"['Simulation', 'Strategy', 'Tactical']",Brigade E5: New Jagged Union,3.99,296210,Apeiron,2006
['RPG'],Stardust Pack,2.99,290406,Ubisoft Montréal,2014
"['RPG', 'Simulation', 'Strategy', 'Tactical', 'Singleplayer', 'Real-Time with Pause']","7,62 High Calibre",4.99,289890,Apeiron,2007
"['Adventure', 'Casual', 'Point & Click']","Fairy Tale About Father Frost, Ivan and Nastya",2.99,289320,Bohemia Interactive,2000
"['Adventure', 'Point & Click']",Nicolas Eymerich - The Inquisitor - Book 1 : The Plague,4.99,279500,Ticonblu,2014
"['Action', 'Indie', 'Anime', 'Hack and Slash', 'Female Protagonist', 'Great Soundtrack', 'Cute']",Croixleur Sigma,7.99,250640,souvenir circ.,2014
"['Action', 'Survival', 'Zombies']",Kovac’s Way DLC,1.99,289730,Eko Software,2014
"['Simulation', 'Flight']",F-15C for DCS World,9.99,250300,Eagle Dynamics SA,2014
"['Utilities', 'Programming']",Wing IDE 5,79.99,244830,Wingware,2014
"['Adventure', 'Indie', 'Point & Click', 'Puzzle', 'Hidden Object', 'Female Protagonist']",Black Rainbow,6.99,288500,Cateia Games,2014
"['Action', 'Hack and Slash', '2D', 'Female Protagonist', 'Platformer', 'Vampire', 'Gore', 'Singleplayer', 'Side Scroller', 'Anime', 'Indie', 'Great Soundtrack', 'Difficult', ""Beat 'em up"", 'Blood']",BloodRayne Betrayal,9.99,281220,Abstraction Games,2014
"['Action', 'Indie', 'Early Access', 'FPS', 'Shooter', 'Classic', 'Co-op', 'First-Person', 'Multiplayer', 'Comedy', 'Gore', 'Sci-fi', 'Difficult', 'Remake']",Serious Sam Classics: Revolution,9.99,227780,"Croteam,Alligator Pit",2014
"['Simulation', 'Realistic', 'Family Friendly', 'TrackIR', 'Trains', 'Open World', 'Sandbox', 'Physics', 'Atmospheric']",Train Simulator: BR Class 20 Loco Add-On,19.99,222628,Dovetail Games,2014
"['Action', 'Adventure', 'Indie', 'Horror', 'Comedy', 'FPS', 'Zombies', 'Psychological Horror', 'Shooter', 'Dark Comedy', 'Nudity']",Into the Dark: Ultimate Trash Edition,7.99,266050,Homegrown Games,2014
"['Indie', 'Racing', 'Sports', 'Fast-Paced']",Jet Car Stunts,2.99,274880,GRIP Digital s.r.o.,2014
"['Adventure', 'Casual', 'Indie', 'Puzzle', 'Platformer', 'Great Soundtrack', 'Exploration', 'Singleplayer', '2D', 'Puzzle-Platformer', 'Metroidvania', 'Pixel Graphics']",Full Bore,14.99,264060,Whole Hog Games,2014
"['Action', 'Indie', 'Bullet Hell', 'Shooter', ""Shoot 'Em Up""]",Sweezy Gunner,3.99,295730,Windybeard,2014
"['Action', 'Indie', 'Free to Play', 'Retro', 'Platformer', '2D', 'Pixel Graphics', 'Difficult', 'Singleplayer', 'Metroidvania', 'Adventure', 'Exploration', 'Arcade', 'Great Soundtrack', 'Classic', 'Side Scroller', 'Open World', 'Controller', 'Funny', 'Atmospheric']",You Have to Win the Game,0.0,286100,Minor Key Games,2012
"['Action', 'Adventure', 'Indie', 'Horror', 'Atmospheric', 'Gore', 'Survival Horror', 'First-Person', 'Singleplayer', 'Survival', 'Psychological Horror', 'Stealth', 'Nudity', 'Dark', 'Parkour', 'FPS', 'Blood', 'Sexual Content', 'Walking Simulator', 'Great Soundtrack']",Outlast: Whistleblower DLC,8.99,273300,Red Barrels,2014
"['Casual', 'Simulation']",Rocksmith® 2014 – 311 - “Down”,2.99,294907,Ubisoft - San Francisco,2014
"['Design &amp; Illustration', 'Design & Illustration', 'Game Development', 'Indie', 'Pixel Graphics', 'Animation & Modeling']",Indie Graphics Bundle - Royalty Free Sprites,24.99,281900,Eldon Harris,2014
"['Casual', 'Simulation']",Rocksmith® 2014 – 311 - “Beautiful Disaster”,2.99,294906,Ubisoft - San Francisco,2014
"['Casual', 'Simulation']",Rocksmith® 2014 – 311 - “Amber”,2.99,294905,Ubisoft - San Francisco,2014
"['Casual', 'Simulation']",Rocksmith® 2014 – 311 Song Pack,7.99,294908,Ubisoft - San Francisco,2014
"['Strategy', 'RTS', 'Fantasy']",Warrior Kings: Battles,9.99,299070,Black Cactus,2003
"['Adventure', 'Indie', 'Point & Click', 'Singleplayer', 'Puzzle', 'Story Rich', 'Fantasy', 'Great Soundtrack', 'Atmospheric']",The Whispered World Special Edition,19.99,268540,Daedalic Entertainment,2014
['Indie'],Back To Life 2,4.99,299100,Carlo D'Apostoli Projects,2014
"['Action', 'Space', 'Simulation', 'Sci-fi', 'Classic', 'Space Sim', 'Singleplayer']",Descent: FreeSpace – The Great War,9.99,273600,Volition Inc.,2014
"['Strategy', 'Historical', 'Grand Strategy', 'Wargame', 'Turn-Based', 'Turn-Based Strategy', 'Singleplayer', 'Replay Value', 'Multiplayer']",Rise of Prussia Gold,19.99,292760,Ageod,2013
"['Action', 'Indie', 'Fighting', 'Multiplayer', 'Swordplay', 'Competitive', 'Third Person', 'Hack and Slash', 'Ninja', 'Parkour', 'Sci-fi', 'Strategy', 'PvP', 'Kickstarter', 'Tactical', 'Adventure', 'Fantasy', 'Great Soundtrack', 'Level Editor', 'Co-op']",Blade Symphony,4.99,225600,Puny Human,2014
"['Indie', 'Simulation', 'Strategy']",Democracy 3: Extremism,4.99,291900,Positech Games,2014
"['RPG', 'Turn-Based', 'Fantasy', 'Online Co-Op', 'Story Rich', 'Indie', 'Adventure', 'Strategy', 'Party-Based RPG']",Fantasy Grounds - PFRPG Basic Paths: Fangs from the Past,8.99,299140,"SmiteWorks USA, LLC",2014
"['Action', 'Free to Play', 'Indie', 'Multiplayer', 'FPS', 'Western', 'Shooter', 'First-Person', 'Funny', 'Mod', 'Online Co-Op', 'Co-op', 'Comedy', 'Survival', 'Massively Multiplayer', 'Historical', 'Classic', 'Simulation', 'Adventure', 'RPG']",Fistful of Frags,0.0,265630,Fistful of Frags Team,2014
"['RPG', 'Dungeon Crawler', 'First-Person', 'Grid-Based Movement']",Coldfire Keep,4.99,296530,Steve Jarman,2014
"['Adventure', 'Indie', 'RPG', 'Female Protagonist', 'Singleplayer', 'Casual', 'Fantasy', 'Third Person', 'Cute', 'Family Friendly']",Lili: Child of Geos - Complete Edition,14.99,266490,"BitMonster, Inc.",2014
"['Indie', 'RPG', 'Strategy', 'Software', 'Turn-Based', 'Fantasy', 'Online Co-Op', 'Utilities', 'Story Rich', 'Sandbox', 'Game Development', 'Party-Based RPG', 'Multiplayer']",Fantasy Grounds,39.99,252690,"SmiteWorks USA, LLC",2014
"['Adventure', 'Indie', 'Platformer', 'Puzzle', 'Time Manipulation', 'Time Travel', 'Short']",Chronology,4.99,269330,Bedtime Digital Games,2014
"['Adventure', 'Indie', 'Horror', 'Walking Simulator', 'Atmospheric', 'First-Person', 'Short']",Coma: Mortuary,5.99,293320,"Nova Dimension,Naga Entertainment",2014
"['Action', 'Adventure', 'Indie', 'Singleplayer', 'Family Friendly', 'Colorful', '3D Platformer', 'Platformer']",The Last Tinker™: City of Colors,19.99,260160,Mimimi Productions,2014
"['Casual', 'Indie', 'Simulation', 'Strategy', 'Management', 'Building', 'Sandbox', 'Realistic', 'Economy', 'Open World', 'Family Friendly']",Wildlife Park 3,9.99,287200,b-alive gmbh,2014
"['RPG', 'Sandbox', 'Online Co-Op', 'Turn-Based', 'Fantasy', 'Story Rich', 'Software', 'Party-Based RPG', 'Indie', 'Strategy']",Fantasy Grounds - C&C Castle Keeper's Guide,24.99,299300,"SmiteWorks USA, LLC",2014
"['Action', 'Racing', 'Sports']",Gas Guzzlers Extreme: Full Metal Frenzy,4.99,277820,Gamepires,2014
"['Casual', 'RPG', 'RPGMaker']",Deadly Sin 2,4.99,285420,Dancing Dragon Games,2010
