user_id,posted,item_id,recommend,sentiment_analysis
Tarvo69,"Posted October 25, 2014.",730,False,1
Tarvo69,"Posted October 25, 2014.",240,False,1
Tarvo69,"Posted October 25, 2014.",63710,False,1
Tarvo69,"Posted October 25, 2014.",220860,False,1
Tarvo69,"Posted October 25, 2014.",113200,True,2
76561198057347106,"Posted January 4, 2014.",570,True,1
76561198073028726,"Posted January 30, 2015.",310380,True,2
76561198073028726,Posted July 11.,395180,True,2
76561198073028726,"Posted March 25, 2015.",344760,True,1
76561198073028726,"Posted January 10, 2015.",107410,True,2
76561198007573338,"Posted December 11, 2013.",730,True,1
76561198096079340,"Posted November 27, 2015.",236390,True,2
76561198096079340,"Posted December 28, 2015.",550,True,2
76561198096079340,"Posted December 16, 2013.",570,True,2
76561198096079340,"Posted November 27, 2015.",236390,True,2
76561198096079340,"Posted December 28, 2015.",550,True,2
76561198096079340,"Posted December 16, 2013.",570,True,2
Tazcam,"Posted February 4, 2013.",570,True,2
Tazcam,"Posted October 12, 2014.",292120,True,2
Tazcam,"Posted May 25, 2013.",730,True,2
76561198064619367,"Posted January 4, 2014.",42910,True,2
76561198064619367,"Posted January 4, 2014.",220860,True,1
76561198064619367,"Posted January 4, 2014.",250500,True,1
76561198064619367,"Posted January 4, 2014.",203140,True,0
76561198064619367,"Posted January 4, 2014.",237110,False,1
76561198064619367,"Posted January 4, 2014.",214560,True,1
76561198064619367,"Posted November 26, 2013.",230410,True,2
76561198064619367,"Posted June 14, 2012.",440,True,2
LeAssasinMinion,"Posted January 30, 2015.",400,True,2
LeAssasinMinion,"Posted January 28, 2015.",4000,True,2
76561198062459887,Posted September 9.,303210,True,2
76561198060715854,"Posted April 22, 2015.",271590,True,1
76561198060715854,"Posted June 6, 2014.",247730,True,1
76561198060715854,"Posted May 28, 2014.",8870,True,1
76561198060715854,"Posted March 4, 2014.",99900,True,2
76561198060715854,"Posted September 29, 2014.",278620,True,2
76561198060715854,Posted June 17.,374320,True,2
76561198080653695,"Posted July 16, 2014.",242760,True,2
76561198080653695,Posted January 1.,250900,True,0
76561198080653695,"Posted December 27, 2015.",24240,True,2
TeamAmbiguous,"Posted December 29, 2015.",221100,False,1
TeamAmbiguous,"Posted May 21, 2014.",440,True,1
76561198046733476,"Posted December 6, 2013.",200210,True,1
76561198083888554,"Posted November 30, 2015.",330830,True,2
76561198041628266,"Posted July 29, 2015.",363970,True,2
76561198041628266,"Posted February 22, 2013.",33930,True,2
HipsterGoku,"Posted August 21, 2014.",730,True,1
76561198083911488,"Posted August 16, 2014.",304930,True,1
76561198083911488,"Posted May 9, 2014.",224540,False,1
76561198083911488,"Posted July 15, 2013.",2640,True,2
angstyteen,"Posted October 31, 2015.",401920,True,1
angstyteen,Posted May 20.,269210,False,2
angstyteen,"Posted February 14, 2014.",257730,True,2
angstyteen,"Posted July 8, 2014.",304930,True,1
angstyteen,"Posted December 15, 2013.",250420,True,2
angstyteen,"Posted January 25, 2014.",24200,True,2
TeenoGames,"Posted March 29, 2014.",203810,False,2
optamusjebus,"Posted December 26, 2013.",220440,True,2
TehStoneMan,"Posted October 13, 2015.",232790,False,0
TehStoneMan,"Posted February 20, 2011.",400,True,2
76561198005821848,Posted June 2.,368370,True,2
76561198005821848,Posted April 15.,244930,True,2
76561198005821848,"Posted September 6, 2015.",206440,True,1
76561198005821848,"Posted December 30, 2015.",342580,True,2
76561198005821848,"Posted September 26, 2015.",341310,True,2
76561198005821848,"Posted July 20, 2015.",250620,True,2
76561198005821848,"Posted July 19, 2015.",221910,True,2
76561198005821848,"Posted December 15, 2014.",48700,True,2
76561198005821848,Posted June 10.,320140,True,2
76561198005821848,Posted June 5.,408120,False,1
darkforb,"Posted February 22, 2014.",104900,True,2
darkforb,"Posted November 22, 2014.",730,True,2
darkforb,"Posted February 14, 2013.",4000,True,2
darkforb,"Posted September 25, 2014.",206500,True,2
TemsterGaming,"Posted December 13, 2013.",204300,True,2
76561198064534559,Posted February 16.,34330,True,1
76561198064534559,"Posted December 11, 2015.",211420,True,2
76561198064534559,"Posted November 9, 2015.",230410,True,1
76561198064534559,"Posted October 26, 2014.",72850,True,2
76561198064534559,"Posted June 10, 2014.",218620,True,1
76561198064534559,"Posted April 26, 2014.",730,False,0
76561198064534559,"Posted November 28, 2013.",105600,True,2
tenndown,Posted July 21.,730,False,1
76561198015597183,"Posted November 2, 2014.",265550,True,1
76561198115279437,"Posted December 1, 2013.",440,True,1
76561198115279437,"Posted December 29, 2013.",550,True,1
76561198025344728,"Posted May 21, 2014.",236390,True,2
76561198025344728,Posted April 17.,48705,True,2
76561198025344728,"Posted August 31, 2015.",48700,True,0
76561198025344728,"Posted April 1, 2015.",255710,True,0
76561198025344728,"Posted May 24, 2013.",220200,True,1
alexnjay11,Posted April 24.,307690,True,2
alexnjay11,"Posted November 24, 2014.",107410,True,2
Nidowa,"Posted June 23, 2014.",200510,True,1
TETTRIC1,Posted June 4.,374320,True,2
TETTRIC1,"Posted September 4, 2015.",234140,True,2
TETTRIC1,"Posted July 7, 2015.",107410,True,1
TETTRIC1,"Posted October 28, 2014.",230410,True,2
TETTRIC1,"Posted October 2, 2014.",104900,False,1
TETTRIC1,Posted September 1.,346110,True,2
Tezzdog,"Posted March 2, 2015.",224500,True,2
Tezzdog,"Posted March 2, 2015.",224440,True,2
Tezzdog,"Posted January 16, 2015.",326670,False,1
TERM-827,"Posted January 4, 2013.",440,True,1
76561198097516242,"Posted June 22, 2014.",72850,True,2
Frituplay,"Posted July 27, 2015.",39000,True,1
Frituplay,"Posted July 17, 2015.",317360,True,1
Frituplay,"Posted July 9, 2015.",291210,True,1
Frituplay,"Posted June 25, 2015.",342150,False,1
Frituplay,"Posted April 20, 2015.",304930,True,1
Frituplay,"Posted January 19, 2015.",570,True,1
76561198093260139,"Posted July 3, 2014.",570,True,1
76561198093736769,Posted March 28.,440,True,2
76561198077722291,"Posted February 22, 2014.",570,True,2
76561198065940145,"Posted June 29, 2014.",265930,True,1
76561198065940145,"Posted May 19, 2014.",209000,True,2
76561198065940145,"Posted December 20, 2013.",261030,True,2
ErikCronin,"Posted December 18, 2013.",4000,True,2
ErikCronin,Posted February 18.,274230,False,0
benjaminalan,"Posted August 7, 2014.",360,False,0
nottomatoes768,"Posted February 14, 2014.",219150,True,2
76561198164934819,"Posted October 5, 2015.",107410,True,2
76561198164934819,"Posted May 27, 2015.",730,True,2
76561198164934819,"Posted October 17, 2015.",381120,True,2
76561198069492897,"Posted June 29, 2014.",251170,True,2
76561198088891398,"Posted February 7, 2014.",206420,True,2
76561198088891398,"Posted May 7, 2014.",286100,True,2
76561198088891398,"Posted February 7, 2014.",204360,True,2
Thatmeepo,"Posted August 5, 2015.",236110,False,1
76561198073446384,Posted May 23.,286340,False,2
76561198073446384,Posted May 23.,223470,True,2
76561198073446384,Posted May 22.,4000,True,2
76561198073446384,Posted May 22.,105600,True,2
76561198073446384,Posted May 23.,10220,False,0
76561198073446384,Posted May 23.,440,True,2
76561198073446384,Posted May 23.,218620,True,2
76561198073446384,"Posted December 29, 2013.",550,True,2
76561198073446384,Posted May 23.,286340,False,2
76561198073446384,Posted May 23.,223470,True,2
76561198073446384,Posted May 22.,4000,True,2
76561198073446384,Posted May 22.,105600,True,2
76561198073446384,Posted May 23.,10220,False,0
76561198073446384,Posted May 23.,440,True,2
76561198073446384,Posted May 23.,218620,True,2
76561198073446384,"Posted December 29, 2013.",550,True,2
76561198042076905,"Posted October 21, 2015.",368230,True,2
thavleifrim,"Posted August 12, 2015.",387860,False,1
thavleifrim,"Posted August 1, 2015.",316010,True,2
Tommy45344,"Posted April 26, 2014.",274190,True,1
Senioritis67789,"Posted July 27, 2014.",550,True,2
Senioritis67789,Posted June 12.,379720,True,2
Senioritis67789,"Posted October 10, 2014.",49520,True,2
Senioritis67789,"Posted June 21, 2014.",238430,True,2
Senioritis67789,"Posted September 29, 2015.",290770,True,0
Senioritis67789,"Posted April 4, 2015.",273350,True,2
Senioritis67789,Posted July 13.,570,False,1
76561198037228389,"Posted November 22, 2015.",302830,False,2
76561198037228389,Posted June 4.,245170,True,1
76561198037228389,Posted August 1.,263300,True,2
76561198037228389,Posted March 23.,282900,True,2
76561198037228389,Posted June 23.,730,True,1
76561198037228389,Posted January 11.,304930,True,1
76561198037228389,"Posted October 20, 2015.",218620,True,1
76561198037228389,"Posted July 2, 2015.",326480,True,2
76561198037228389,"Posted June 23, 2015.",620,True,2
76561198037228389,"Posted June 12, 2015.",550,True,1
76561198083316709,Posted February 10.,268500,True,1
76561198083316709,"Posted June 17, 2015.",22380,False,2
76561198083316709,"Posted April 16, 2015.",233270,True,0
76561198083316709,"Posted March 14, 2015.",2820,False,0
76561198083316709,"Posted January 25, 2015.",222880,True,1
76561198083316709,"Posted December 2, 2014.",48705,True,2
76561198083316709,"Posted December 24, 2013.",227020,False,0
bloodshade2559,"Posted August 23, 2015.",230410,True,2
TheKatakiuchi,Posted January 2.,730,False,2
likeashpee,"Posted October 26, 2013.",570,True,2
strander01,"Posted July 9, 2015.",263280,True,2
76561198072319266,Posted February 9.,104900,True,2
76561198072319266,"Posted August 25, 2013.",440,True,2
76561198069132107,"Posted June 11, 2013.",440,True,2
sdfesdfes,"Posted December 20, 2013.",17080,True,2
gamerxxx21,"Posted September 29, 2014.",440,True,1
gamerxxx21,"Posted July 29, 2014.",304930,False,2
gamerxxx21,"Posted July 1, 2014.",570,False,1
gamerxxx21,"Posted January 21, 2014.",42160,True,2
gamerxxx21,"Posted November 9, 2013.",224260,True,1
BotBuddha,"Posted January 18, 2015.",49520,True,1
76561198098249951,"Posted January 29, 2014.",550,True,2
i_dont_know_what_im_doing,"Posted October 29, 2015.",227940,True,0
i_dont_know_what_im_doing,"Posted October 22, 2015.",218620,True,1
doctorwho1233,"Posted July 5, 2013.",8870,True,2
doctorwho1233,"Posted April 29, 2013.",110800,True,0
doctorwho1233,"Posted April 7, 2013.",200260,True,1
doctorwho1233,"Posted November 26, 2013.",203160,True,2
76561198071159606,"Posted September 26, 2015.",440,True,2
76561198091127623,Posted July 20.,48000,True,2
golin45,Posted June 22.,365300,True,1
golin45,Posted April 1.,304930,True,1
golin45,"Posted April 11, 2015.",346900,True,1
76561197981571612,"Posted February 19, 2015.",321360,True,1
76561197981571612,"Posted April 3, 2015.",274940,True,2
76561197981571612,"Posted January 29, 2014.",4000,True,1
76561197981571612,"Posted February 4, 2015.",215470,True,1
the1nchmonster,"Posted December 14, 2014.",219092,True,2
TheEternalDay,"Posted August 29, 2015.",315810,True,1
TheEternalDay,"Posted November 10, 2015.",396650,True,1
TheEternalDay,"Posted September 2, 2015.",352010,False,1
TheEternalDay,"Posted September 3, 2015.",345650,False,1
TheEternalDay,"Posted September 2, 2015.",360550,True,1
FaggotofWisdom,"Posted January 24, 2014.",17390,True,2
FaggotofWisdom,"Posted January 24, 2014.",6060,True,2
FaggotofWisdom,"Posted January 24, 2014.",211820,True,2
FaggotofWisdom,"Posted January 24, 2014.",219640,True,2
FaggotofWisdom,"Posted January 24, 2014.",6020,True,2
FaggotofWisdom,"Posted April 22, 2015.",241540,True,2
76561198049432111,Posted July 26.,570,True,1
76561198046732318,"Posted January 30, 2015.",250900,True,2
76561198046732318,"Posted January 19, 2015.",40800,True,1
76561198046732318,"Posted January 9, 2015.",270450,True,2
76561198046732318,"Posted November 29, 2014.",105600,True,2
76561198046732318,"Posted April 27, 2014.",274190,True,1
piemonkey3000,"Posted October 8, 2014.",241930,True,1
piemonkey3000,"Posted April 22, 2014.",203810,False,1
foolsfoolsfools,"Posted October 16, 2015.",218620,False,2
foolsfoolsfools,"Posted September 13, 2015.",359050,True,2
foolsfoolsfools,Posted June 6.,253530,False,0
foolsfoolsfools,"Posted October 8, 2015.",303210,True,2
foolsfoolsfools,"Posted July 4, 2013.",8930,True,2
presidentllama,Posted February 19.,218620,True,2
barren_cookie,"Posted March 30, 2014.",265930,True,0
76561198044783111,"Posted November 19, 2015.",230410,True,1
76561198044783111,"Posted November 19, 2015.",318430,True,1
Swezza,"Posted January 10, 2012.",105600,True,2
76561198042371996,"Posted September 26, 2014.",72850,True,2
76561198042371996,"Posted September 11, 2014.",252490,True,2
76561198042371996,"Posted July 17, 2014.",304930,True,1
76561198042371996,"Posted November 12, 2012.",49520,True,2
76561198061977789,"Posted September 15, 2012.",91310,True,2
My_Special_Place,"Posted September 6, 2015.",22380,True,2
76561198039665073,"Posted March 29, 2014.",281820,True,2
76561198039665073,"Posted January 6, 2014.",219640,True,2
76561198044884778,"Posted January 3, 2014.",440,True,1
76561198082582975,"Posted February 3, 2014.",440,True,2
53112195114,"Posted May 24, 2014.",4000,True,1
lolatyourfail,"Posted January 1, 2015.",218620,True,1
lolatyourfail,"Posted December 24, 2013.",25000,True,2
lolatyourfail,"Posted April 30, 2015.",271590,True,2
lolatyourfail,Posted March 18.,359550,True,1
lolatyourfail,"Posted November 30, 2013.",236390,True,2
lolatyourfail,"Posted December 24, 2013.",201790,True,2
76561198025915863,"Posted June 25, 2014.",204360,True,2
SHated14,"Posted May 1, 2015.",232090,True,2
SHated14,"Posted June 23, 2013.",730,True,2
spyron,Posted July 28.,440,True,1
76561198069969015,"Posted December 5, 2012.",440,True,1
Giggity420,Posted May 11.,304930,True,0
76561198047309532,Posted March 25.,437220,True,0
wbauern68,"Posted July 25, 2015.",204300,True,2
76561198079888597,"Posted December 25, 2015.",360640,False,0
76561198038294997,"Posted September 6, 2014.",265550,True,2
76561198038294997,"Posted April 9, 2015.",274940,True,2
76561198038294997,"Posted June 1, 2015.",8190,True,1
76561198093275367,"Posted January 31, 2015.",22380,True,1
76561198066322710,Posted July 28.,200210,True,0
76561198066322710,"Posted June 26, 2015.",234710,True,2
76561198066322710,"Posted September 7, 2014.",550,True,1
the_mad_doctor123,"Posted February 21, 2015.",351570,True,2
the_mad_doctor123,"Posted January 3, 2015.",340740,True,2
the_mad_doctor123,"Posted October 25, 2014.",225340,True,1
the_mad_doctor123,"Posted September 16, 2014.",262410,True,2
the_mad_doctor123,"Posted December 18, 2013.",24980,True,2
the_mad_doctor123,"Posted June 5, 2013.",212680,True,1
the_mad_doctor123,"Posted May 21, 2013.",200900,True,2
the_mad_doctor123,"Posted May 21, 2013.",1250,True,1
the_mad_doctor123,"Posted November 10, 2012.",440,True,2
76561198016599173,"Posted December 24, 2015.",351970,True,2
76561198061752173,"Posted May 16, 2015.",359320,True,2
76561198061752173,"Posted January 20, 2015.",72850,True,2
76561198061752173,"Posted June 7, 2014.",263440,True,1
76561198061752173,"Posted January 14, 2015.",289650,False,1
76561198061752173,"Posted January 28, 2015.",236390,True,1
76561198061752173,"Posted February 27, 2014.",48700,True,2
1iam1iam1iam,"Posted February 10, 2014.",205100,True,2
1iam1iam1iam,Posted June 9.,365450,True,1
1iam1iam1iam,"Posted December 9, 2015.",201810,True,1
MichaelE,"Posted September 28, 2013.",220200,True,2
MichaelE,Posted March 25.,730,True,1
TheMoDiiFii3r,Posted August 24.,275850,False,1
TheMoDiiFii3r,"Posted January 23, 2015.",304240,True,0
TheMoDiiFii3r,"Posted February 1, 2014.",208090,False,1
TheMoDiiFii3r,Posted April 18.,435880,True,1
TheMoDiiFii3r,Posted May 18.,377160,True,1
TheMoDiiFii3r,Posted March 13.,365590,False,1
76561198067243010,Posted August 16.,440,False,1
76561198067243010,Posted February 8.,239220,True,2
76561198067243010,"Posted November 14, 2015.",34010,True,2
76561198067243010,"Posted October 21, 2015.",204300,True,2
76561198067243010,"Posted June 5, 2015.",265930,False,0
76561198067243010,"Posted March 23, 2015.",319630,True,1
76561198067243010,"Posted June 26, 2014.",17390,True,2
76561198067243010,"Posted March 21, 2014.",47890,True,1
MadamUSB,"Posted December 12, 2015.",218620,False,1
MadamUSB,"Posted June 19, 2014.",440,True,2
logermax,Posted March 11.,230410,True,2
logermax,"Posted September 18, 2015.",223470,True,1
logermax,"Posted April 13, 2014.",200260,True,2
76561198036064945,"Posted June 2, 2015.",730,True,2
portjackson,"Posted April 17, 2014.",252490,True,2
portjackson,"Posted January 10, 2014.",12210,True,1
portjackson,"Posted November 15, 2014.",218620,True,2
portjackson,"Posted June 20, 2014.",104900,False,0
portjackson,"Posted June 20, 2014.",4000,True,0
portjackson,"Posted March 15, 2014.",12200,True,1
portjackson,"Posted February 21, 2014.",49520,True,2
The-Burnt_Toast,"Posted July 6, 2015.",271590,False,1
The-Burnt_Toast,Posted May 3.,20570,True,1
Tomsen1,"Posted June 15, 2015.",50300,True,1
Tomsen1,"Posted August 4, 2014.",105600,True,1
76561198089481267,"Posted September 8, 2014.",31220,True,2
76561198089481267,"Posted January 7, 2014.",8930,True,2
76561198089481267,"Posted July 15, 2014.",219740,True,2
76561198089481267,"Posted February 3, 2014.",224480,True,2
76561198073186208,"Posted August 7, 2014.",244850,True,1
76561198082534673,Posted June 10.,236390,True,0
76561198082534673,Posted June 30.,327090,True,1
76561198082534673,"Posted October 19, 2015.",24240,True,1
76561198082534673,Posted March 19.,342370,True,1
76561198082534673,Posted January 25.,225840,True,1
76561198078078491,"Posted October 16, 2015.",205100,True,2
76561198078078491,"Posted June 5, 2015.",333930,True,1
76561197975058559,"Posted February 20, 2014.",49520,True,2
76561197975058559,"Posted December 2, 2013.",203160,False,0
76561197975058559,"Posted July 29, 2015.",261640,True,2
LecXii,"Posted July 4, 2015.",242860,True,2
LecXii,"Posted December 5, 2013.",214950,True,1
LecXii,"Posted April 15, 2015.",277450,True,1
LecXii,"Posted June 26, 2015.",325610,True,1
Pootisman64,Posted April 25.,440,True,2
Omixodia,"Posted January 9, 2015.",11280,True,2
jkjmnb,"Posted May 1, 2015.",271590,True,1
jkjmnb,"Posted June 21, 2014.",250600,True,2
jkjmnb,"Posted December 8, 2013.",220260,True,2
jkjmnb,Posted May 25.,219150,True,1
baagoessheep,Posted July 10.,273350,True,1
baagoessheep,"Posted September 27, 2015.",730,True,1
baagoessheep,Posted April 25.,221100,True,0
Kebabsaregood,Posted February 16.,312780,True,2
Kebabsaregood,"Posted December 24, 2015.",215280,True,2
Kebabsaregood,"Posted December 5, 2015.",363620,True,2
Kebabsaregood,"Posted November 14, 2015.",264710,True,1
Kebabsaregood,"Posted November 14, 2015.",252490,False,0
Kebabsaregood,"Posted October 12, 2015.",351290,True,2
Kebabsaregood,"Posted March 3, 2014.",234190,True,2
Kebabsaregood,Posted February 16.,312780,True,2
Kebabsaregood,"Posted December 24, 2015.",215280,True,2
Kebabsaregood,"Posted December 5, 2015.",363620,True,2
Kebabsaregood,"Posted November 14, 2015.",264710,True,1
Kebabsaregood,"Posted November 14, 2015.",252490,False,0
Kebabsaregood,"Posted October 12, 2015.",351290,True,2
Kebabsaregood,"Posted March 3, 2014.",234190,True,2
therealivan,Posted July 13.,273350,True,2
therealivan,Posted August 1.,404012,True,1
therealivan,Posted May 24.,364360,True,2
zrustz16,"Posted July 7, 2014.",304930,True,1
zrustz16,"Posted December 11, 2013.",252490,True,2
zrustz16,"Posted June 9, 2014.",265630,True,1
zrustz16,"Posted October 31, 2015.",295110,True,1
zrustz16,"Posted November 7, 2014.",226700,False,0
zrustz16,"Posted June 30, 2014.",730,True,1
zrustz16,"Posted June 30, 2014.",220240,True,1
zrustz16,"Posted June 30, 2014.",241540,True,1
TheRongGuy,"Posted January 11, 2015.",104700,True,2
TheRongGuy,"Posted January 6, 2015.",239220,True,2
pilini22,"Posted February 15, 2014.",570,True,1
pilini22,"Posted January 26, 2015.",7670,True,2
pilini22,"Posted December 29, 2014.",94590,True,2
pilini22,"Posted December 15, 2013.",109600,False,1
TheSuccIsGudd,"Posted November 13, 2013.",250320,True,2
TheSuccIsGudd,"Posted March 28, 2014.",265930,True,1
TheSuccIsGudd,"Posted December 13, 2014.",220240,True,0
TheSuccIsGudd,"Posted December 15, 2013.",440,True,2
TheSuccIsGudd,"Posted December 3, 2013.",219740,True,1
TheSuccIsGudd,"Posted December 2, 2013.",4000,True,2
TheOneSlug,"Posted April 10, 2014.",265930,True,1
TheOneSlug,"Posted February 5, 2014.",221100,True,2
TheOneSlug,Posted September 17.,477310,True,2
TheOneSlug,"Posted February 23, 2014.",240,True,2
XZAGR,Posted May 25.,364360,True,0
XZAGR,"Posted July 20, 2015.",252950,True,1
XZAGR,"Posted February 6, 2014.",242050,True,2
XZAGR,"Posted February 6, 2014.",33460,True,1
Smeegan,"Posted March 5, 2015.",94200,True,2
Smeegan,"Posted March 5, 2015.",269370,True,2
Smeegan,"Posted November 27, 2014.",249650,False,0
Smeegan,"Posted August 8, 2014.",301520,True,2
Smeegan,"Posted July 13, 2014.",286200,False,0
Smeegan,"Posted November 6, 2015.",311210,True,1
Smeegan,"Posted August 8, 2014.",297110,False,2
Smeegan,Posted July 21.,391540,False,0
psychoticallyhappy,Posted February 25.,242680,True,1
76561198051772381,"Posted March 19, 2015.",287390,True,2
76561198051772381,Posted July 11.,273350,False,0
76561198067030650,"Posted January 20, 2015.",440,True,1
g0dkiller,"Posted August 13, 2013.",108710,True,1
g0dkiller,"Posted July 21, 2012.",91700,True,1
g0dkiller,"Posted July 1, 2011.",440,True,1
76561198053114643,"Posted October 14, 2014.",244850,True,2
76561198053114643,"Posted March 30, 2014.",230410,True,2
76561198065978480,"Posted January 26, 2015.",233250,True,2
76561198065978480,"Posted February 15, 2014.",208090,True,2
cheekypig55,"Posted November 14, 2015.",245130,False,1
cheekypig55,"Posted May 29, 2015.",242860,True,2
cheekypig55,"Posted May 27, 2015.",227940,True,1
cheekypig55,"Posted January 17, 2014.",33930,True,1
cheekypig55,"Posted January 2, 2014.",244850,True,2
cheekypig55,"Posted December 17, 2013.",236390,True,2
76561198086119658,"Posted December 4, 2014.",311140,False,0
76561198086119658,"Posted June 11, 2014.",7830,True,1
76561198185622318,Posted September 17.,444090,True,2
aussiead,"Posted June 29, 2014.",232430,True,2
TheWorstBaker,Posted August 21.,379720,True,2
TheWorstBaker,"Posted November 30, 2015.",271590,True,1
TheWorstBaker,"Posted November 20, 2015.",2280,True,0
TheWorstBaker,"Posted August 29, 2015.",388520,False,1
TheWorstBaker,"Posted August 27, 2015.",344140,True,1
middablue,"Posted August 21, 2014.",730,True,1
middablue,"Posted June 20, 2014.",4000,True,1
76561198093938729,"Posted May 20, 2014.",50300,True,1
TheCrypticWolf,"Posted June 29, 2014.",242760,False,0
76561198046696947,"Posted December 7, 2014.",570,True,1
TheDarkMarty,Posted April 16.,11610,True,2
76561198064247736,"Posted October 17, 2015.",244850,False,1
76561198064247736,Posted February 27.,550,True,2
76561198064247736,"Posted July 18, 2015.",4000,True,2
76561198029266488,"Posted June 22, 2014.",105600,True,2
lukebourne84,"Posted October 14, 2014.",241930,True,2
lukebourne84,"Posted September 5, 2014.",218620,True,1
lukebourne84,"Posted June 1, 2014.",49520,True,2
76561198053443436,Posted January 23.,427920,False,0
76561198053443436,"Posted July 23, 2015.",388090,True,0
76561198043026878,"Posted December 27, 2014.",244850,True,2
76561198098025074,"Posted January 27, 2015.",239140,True,2
Dovahjumper,"Posted February 15, 2014.",99900,True,1
cocacolax12,Posted June 18.,333930,True,2
cocacolax12,"Posted June 8, 2015.",319630,True,2
cocacolax12,"Posted January 15, 2015.",209650,True,2
theenigmaticphicist,"Posted November 1, 2015.",391540,True,2
theenigmaticphicist,Posted July 10.,304430,True,2
theenigmaticphicist,"Posted November 17, 2013.",620,True,1
theenigmaticphicist,"Posted February 23, 2013.",1840,True,2
seantheextraprawnsheepguy,"Posted December 10, 2013.",47810,True,2
seantheextraprawnsheepguy,"Posted January 6, 2015.",233860,True,2
seantheextraprawnsheepguy,"Posted November 26, 2013.",221910,True,2
seantheextraprawnsheepguy,"Posted August 11, 2015.",255710,True,2
seantheextraprawnsheepguy,"Posted November 28, 2013.",207610,True,2
seantheextraprawnsheepguy,"Posted February 20, 2013.",4000,True,2
seantheextraprawnsheepguy,"Posted January 2, 2013.",113200,True,0
seantheextraprawnsheepguy,"Posted July 20, 2012.",57690,True,2
seantheextraprawnsheepguy,"Posted December 28, 2011.",57900,True,2
seantheextraprawnsheepguy,"Posted July 16, 2011.",22200,True,2
keth98,Posted April 20.,459940,True,2
keth98,"Posted June 24, 2014.",218620,True,1
keth98,"Posted January 18, 2015.",331200,True,2
THEGHOST646,"Posted June 30, 2014.",12830,True,1
THEGHOST646,"Posted June 20, 2014.",10180,True,2
THEGHOST646,"Posted February 22, 2014.",209160,True,0
THEGHOST646,"Posted November 9, 2014.",318430,True,2
scarytankman10,"Posted June 2, 2014.",55230,True,2
scarytankman10,"Posted December 16, 2013.",211820,True,1
TheHolyPotato57,"Posted March 25, 2015.",304930,True,1
TheHolyPotato57,Posted July 15.,730,True,1
TheHolyPotato57,"Posted October 11, 2013.",4000,True,1
TheHolyPotato57,"Posted June 11, 2015.",207140,True,1
TheIonForge,"Posted February 15, 2014.",550,True,0
TheIonForge,"Posted March 14, 2014.",4000,True,1
TheJordanSixFifty,Posted July 8.,730,True,1
TheJordanSixFifty,Posted January 25.,4000,True,2
TheJordanSixFifty,Posted July 4.,271590,True,2
TheJordanSixFifty,Posted January 23.,387990,True,2
TheJordanSixFifty,Posted January 29.,440,True,2
TheJordanSixFifty,Posted January 25.,433340,True,2
76561198057981752,"Posted October 20, 2013.",440,True,1
thelonewolfk32,"Posted December 23, 2014.",72850,True,1
76561198093265305,"Posted November 28, 2015.",341800,True,2
TheMadAussieUchiha,Posted March 16.,730,True,2
TheMadAussieUchiha,"Posted April 11, 2014.",22180,True,2
TheMadAussieUchiha,"Posted November 27, 2013.",227100,True,2
TheMadAussieUchiha,"Posted January 22, 2013.",4000,True,2
76561198057367979,"Posted April 27, 2015.",206420,True,1
76561198057367979,"Posted December 23, 2014.",221910,True,2
TheMurderMoose,"Posted October 20, 2014.",211420,True,1
Thenakidninja,"Posted November 8, 2015.",311210,True,1
theninjallama,"Posted March 31, 2015.",233450,True,1
ryalln,"Posted October 4, 2015.",730,True,1
76561198065663621,"Posted November 4, 2015.",730,True,2
TheFearless,"Posted January 20, 2014.",249050,True,2
TheFearless,"Posted December 23, 2013.",222730,True,2
TheFearless,"Posted June 29, 2013.",570,True,1
Like_A_Director,"Posted November 26, 2014.",210550,False,1
Like_A_Director,Posted August 19.,271590,True,2
76561198019117351,"Posted March 6, 2014.",231430,True,2
EPGPenguin,"Posted November 6, 2015.",202970,False,1
EPGPenguin,"Posted July 20, 2015.",200210,False,1
EPGPenguin,"Posted December 30, 2013.",230410,True,2
76561198065681169,"Posted April 3, 2015.",105600,True,2
76561198066722009,"Posted August 3, 2014.",113200,True,2
76561198044042065,"Posted February 11, 2015.",204300,False,1
76561198044042065,Posted January 5.,322330,True,1
76561198044042065,"Posted October 7, 2014.",49520,True,2
76561198161407932,"Posted October 31, 2015.",370100,False,1
76561198161407932,Posted June 21.,275390,True,2
76561198161407932,Posted January 20.,433340,True,2
76561198161407932,"Posted December 4, 2015.",221300,True,1
76561198161407932,"Posted May 21, 2015.",363970,True,2
76561198161407932,"Posted April 19, 2015.",440,True,2
ThereSheBlows,"Posted February 6, 2015.",48705,True,1
ThereSheBlows,"Posted October 3, 2014.",4000,True,2
ThereSheBlows,"Posted February 5, 2015.",242860,True,2
ThereSheBlows,Posted May 23.,730,False,0
ThereSheBlows,"Posted November 12, 2015.",377160,True,2
ThereSheBlows,"Posted April 2, 2015.",221100,False,0
ThereSheBlows,"Posted February 27, 2015.",230410,True,1
ThereSheBlows,"Posted February 24, 2015.",251570,False,2
RevivedShadow,"Posted June 12, 2015.",305620,True,1
RevivedShadow,"Posted June 12, 2015.",301520,False,1
RevivedShadow,"Posted June 12, 2015.",334230,True,2
RevivedShadow,"Posted May 17, 2015.",299360,True,1
RevivedShadow,"Posted April 17, 2015.",346010,True,2
